data_period,store_id,store_name,region,city,store_format,monthly_footfall,total_transactions,revenue_inr_thousand,avg_basket_size_inr,loyalty_transactions,loyalty_sales_contribution_pct,pickup_orders,pickup_fulfillment_rate_pct,online_sales_pct,fresh_wastage_pct,stockout_incidents,on_shelf_availability_pct,avg_days_to_expiry_fresh_produce,avg_checkout_wait_min,customer_complaints,avg_customer_rating,staff_utilisation_pct,top_revenue_category,top_category_revenue_pct
2025-02,STR_070,FreshLane Pune Express 2,West,Pune,Express,2961,1932,556.1,474.68,869,56.8,180,83.4,37.9,9,19,97.6,3.2,6.4,24,4.25,64.3,Snacks & Confectionery,16.3
2025-03,STR_070,FreshLane Pune Express 2,West,Pune,Express,2684,1663,539.4,932.6,1045,35.5,267,92.1,33.9,5.96,15,97.7,1.9,8.4,36,3.69,91.2,Ready to Eat,13.6
2025-04,STR_070,FreshLane Pune Express 2,West,Pune,Express,3129,2381,590.1,403.16,918,35.3,564,83.7,15.5,5.98,14,97.1,2.2,5.6,16,4.47,90.4,Beverages,21.1
2025-05,STR_070,FreshLane Pune Express 2,West,Pune,Express,3138,1806,593.9,583.53,990,57.8,524,82.3,24.9,6.83,24,95.6,3.7,5.7,42,3.74,93.1,Health & Wellness,17.8
2025-06,STR_070,FreshLane Pune Express 2,West,Pune,Express,2760,2081,533.6,925.35,919,29.1,114,86.5,29.4,6.6,28,95,3.7,1.6,25,3.56,73.9,Staples & Grains,10.2
2025-07,STR_070,FreshLane Pune Express 2,West,Pune,Express,2657,1921,562.9,850.74,1125,48,497,86.3,41.8,3.51,10,90.4,2.6,8.8,6,4.88,88.2,Ready to Eat,16.8
2025-08,STR_070,FreshLane Pune Express 2,West,Pune,Express,2920,2240,611.6,766.94,920,38,576,84.4,40.2,6.01,22,98.2,2.7,6.9,16,4.12,82.7,Pet Supplies,15.1
2024-01,STR_071,FreshLane Ahmedabad Superstore 2,West,Ahmedabad,Superstore,10464,6462,2251.2,916.77,2779,31.1,618,86.6,16.8,9.19,26,96.9,2.2,7.3,40,4.77,64.6,Cooking Essentials,19.6
2024-02,STR_071,FreshLane Ahmedabad Superstore 2,West,Ahmedabad,Superstore,10811,7681,2588.3,625,2395,50.9,116,89.3,13.1,8.44,11,91.5,3,4.7,42,4.56,77.9,Seasonal & Festive,19
2024-03,STR_071,FreshLane Ahmedabad Superstore 2,West,Ahmedabad,Superstore,10427,8006,2450.2,666.07,2611,29.3,200,92.3,21.6,8.46,27,88.8,2.3,3.8,18,4.34,84.6,Ready to Eat,9.7
2024-04,STR_071,FreshLane Ahmedabad Superstore 2,West,Ahmedabad,Superstore,12232,8202,2580.4,779.22,3100,53.4,641,88.3,28,4.09,8,95.6,2.6,7.8,5,3.73,62.5,Beverages,11.8
2024-05,STR_071,FreshLane Ahmedabad Superstore 2,West,Ahmedabad,Superstore,10966,7956,2696.5,422.59,3058,49.2,488,97.8,42,8.8,6,96.4,2.8,7.1,19,4.84,62.8,Meat & Seafood,15.5
2024-06,STR_071,FreshLane Ahmedabad Superstore 2,West,Ahmedabad,Superstore,10575,7216,2614.3,606.51,3556,56.8,451,95.5,18.9,5.47,22,93.2,2.6,4.3,30,4.3,81.1,Organic & Natural,16.9
2024-07,STR_071,FreshLane Ahmedabad Superstore 2,West,Ahmedabad,Superstore,10700,6211,2463.2,708.13,2413,29.3,143,85.9,8.7,3.99,10,95.2,2,4.8,45,4.77,88.1,International Foods,12.3
2024-08,STR_071,FreshLane Ahmedabad Superstore 2,West,Ahmedabad,Superstore,11951,9305,2522.3,330.76,5624,42,530,92.7,14.6,3.64,8,93.2,4.3,1.6,21,4.57,63.9,Fresh Produce,14.7
2024-09,STR_071,FreshLane Ahmedabad Superstore 2,West,Ahmedabad,Superstore,12027,7772,2848.4,320.94,3919,30,196,92.6,25.7,3.35,6,93.9,4.3,1.6,4,4.36,64.4,Seasonal & Festive,8.1
2024-10,STR_071,FreshLane Ahmedabad Superstore 2,West,Ahmedabad,Superstore,12199,7500,2968.6,841.64,3892,40.3,289,90.2,35.1,8.51,2,97.3,2.7,7.5,12,3.72,86.4,Meat & Seafood,21.3
2024-11,STR_071,FreshLane Ahmedabad Superstore 2,West,Ahmedabad,Superstore,12554,8931,3138.7,733.44,3229,57.2,604,84.6,8.7,8.13,11,88.9,2.2,5.8,18,4.31,84.7,Frozen Foods,13.5
2024-12,STR_071,FreshLane Ahmedabad Superstore 2,West,Ahmedabad,Superstore,14692,10456,3595.8,469.77,6534,48.6,679,85.6,26.2,6.43,24,95.7,4.5,1.8,29,3.5,64.6,Fresh Produce,18.4
2025-01,STR_071,FreshLane Ahmedabad Superstore 2,West,Ahmedabad,Superstore,10135,6640,2572.6,507.27,2493,54,434,97.1,27.5,3.05,9,89.9,4.5,6.9,6,3.47,85.2,Frozen Foods,13.8
2025-02,STR_071,FreshLane Ahmedabad Superstore 2,West,Ahmedabad,Superstore,11022,6223,2470.2,867.93,2498,37.2,195,90.1,8.4,4.42,2,98.3,2.6,4.2,32,4.11,80.5,Snacks & Confectionery,19.3
2025-03,STR_071,FreshLane Ahmedabad Superstore 2,West,Ahmedabad,Superstore,11274,8074,2973.7,810.28,2667,28.6,483,95.8,27.9,3.74,12,89,3.7,6.9,27,3.66,62.9,Personal Care,13.7
2025-04,STR_071,FreshLane Ahmedabad Superstore 2,West,Ahmedabad,Superstore,12267,8469,2941.4,846.96,2869,48.5,751,96.5,37.6,4.43,27,96.3,4.1,6.6,32,3.78,93.5,Baby & Kids,14.3
2025-05,STR_071,FreshLane Ahmedabad Superstore 2,West,Ahmedabad,Superstore,11505,7485,2630.8,733.26,2493,50.2,635,93.6,14.9,7.41,16,88.1,2.6,4.5,45,4.65,74.9,Dairy & Eggs,8.2
2025-06,STR_071,FreshLane Ahmedabad Superstore 2,West,Ahmedabad,Superstore,11462,8784,2738.8,944.3,3191,33.6,203,94.6,8.2,3.08,12,93.9,2.5,2.2,6,3.94,71,Frozen Foods,15.2
2025-07,STR_071,FreshLane Ahmedabad Superstore 2,West,Ahmedabad,Superstore,12508,9560,2507.2,540.91,5802,39.8,540,83.4,32.2,9.59,3,93.9,3.1,2.9,18,4.35,81.5,Health & Wellness,17.1
2025-08,STR_071,FreshLane Ahmedabad Superstore 2,West,Ahmedabad,Superstore,10963,6552,2794.9,696.45,2443,36.3,559,91.7,36.8,4.38,4,98,3.8,4.5,35,3.54,70.5,International Foods,21.4
2024-01,STR_072,FreshLane Surat Hypermarket 2,West,Surat,Hypermarket,14186,8701,3191.6,844.8,3616,40.4,0,0,0,5.44,7,92.5,3.2,7.6,13,4.63,88.3,Cooking Essentials,9.4
2024-02,STR_072,FreshLane Surat Hypermarket 2,West,Surat,Hypermarket,16151,12404,3323.1,367.31,7278,44.6,0,0,0,8.84,28,98.9,3.4,6.1,25,4.53,69.7,Fresh Produce,10.3
2024-03,STR_072,FreshLane Surat Hypermarket 2,West,Surat,Hypermarket,16743,10421,3634.6,374.55,4434,57,0,0,0,7.47,5,93.8,4.4,8.3,16,4.17,91.9,Health & Wellness,13.7
2024-04,STR_072,FreshLane Surat Hypermarket 2,West,Surat,Hypermarket,15699,10443,3623.6,743.62,5541,48.6,0,0,0,2.27,26,88.6,3.2,2.9,29,4.35,80.2,Staples & Grains,16.2
2024-05,STR_072,FreshLane Surat Hypermarket 2,West,Surat,Hypermarket,16048,12510,3975.1,860.64,7424,44.7,0,0,0,3.59,25,95.5,4.3,3.1,3,3.78,66.9,Snacks & Confectionery,18.3
2024-06,STR_072,FreshLane Surat Hypermarket 2,West,Surat,Hypermarket,15671,10629,3387.6,892.46,4420,38.3,0,0,0,4.33,16,93,2.7,5.6,7,4.56,84.3,Pet Supplies,12.1
2024-07,STR_072,FreshLane Surat Hypermarket 2,West,Surat,Hypermarket,15816,8983,3923.5,327.74,4443,47.2,0,0,0,3.73,23,96.2,3.5,8.4,14,3.65,86.8,International Foods,9.2
2024-08,STR_072,FreshLane Surat Hypermarket 2,West,Surat,Hypermarket,16243,12088,3789.9,551.87,3644,43.6,0,0,0,3.77,14,96.2,1.9,7.7,44,4.66,89.5,Personal Care,10.1
2024-09,STR_072,FreshLane Surat Hypermarket 2,West,Surat,Hypermarket,17256,12360,3561.2,873.57,6005,49.9,0,0,0,2.83,12,93.8,2.6,8.8,11,4.69,86.2,Dairy & Eggs,21.1
2024-10,STR_072,FreshLane Surat Hypermarket 2,West,Surat,Hypermarket,18106,13009,4678.2,507.67,7255,28.6,0,0,0,4.88,25,88.2,4.5,2.4,36,4.21,88.1,Pet Supplies,10.8
2024-11,STR_072,FreshLane Surat Hypermarket 2,West,Surat,Hypermarket,19508,14222,4661,392.14,5756,34.3,0,0,0,6.4,5,92.5,4.3,8.1,17,4.13,73.9,International Foods,12.6
2024-12,STR_072,FreshLane Surat Hypermarket 2,West,Surat,Hypermarket,19466,12097,4759.7,843.49,4433,42.3,0,0,0,2.63,22,95.7,3.2,5.2,20,3.85,91.9,Snacks & Confectionery,9.3
2025-01,STR_072,FreshLane Surat Hypermarket 2,West,Surat,Hypermarket,16373,11749,3518.1,896.44,3953,52.9,0,0,0,7.35,13,88.4,2.2,6.3,4,4.39,86.6,Snacks & Confectionery,18.1
2025-02,STR_072,FreshLane Surat Hypermarket 2,West,Surat,Hypermarket,16754,10219,4015,682.56,6328,28.5,0,0,0,4.92,5,96,3,1.7,16,3.5,83.4,Ready to Eat,21.5
2025-03,STR_072,FreshLane Surat Hypermarket 2,West,Surat,Hypermarket,17181,10463,3981.4,502.83,3215,36.2,0,0,0,5.56,12,90.2,2,6.9,1,4.74,92.9,Beverages,16.7
2025-04,STR_072,FreshLane Surat Hypermarket 2,West,Surat,Hypermarket,16146,11367,4253.4,357.07,6510,49.8,0,0,0,9.43,27,96.1,3.7,3.5,18,4.79,67.9,Meat & Seafood,20.7
2025-05,STR_072,FreshLane Surat Hypermarket 2,West,Surat,Hypermarket,17040,9381,3795.8,858.68,5546,35.9,0,0,0,8.91,14,95.6,3.6,4.2,16,3.49,89.4,Fresh Produce,10.4
2025-06,STR_072,FreshLane Surat Hypermarket 2,West,Surat,Hypermarket,16519,9840,4014,617.58,3436,31.7,0,0,0,8.75,3,88.3,4.4,3,38,3.57,81,International Foods,9.1
2025-07,STR_072,FreshLane Surat Hypermarket 2,West,Surat,Hypermarket,16962,12449,4167.1,313.53,5453,32.8,0,0,0,3.46,24,98.1,2.1,8,39,4.22,63.3,Frozen Foods,14.5
2025-08,STR_072,FreshLane Surat Hypermarket 2,West,Surat,Hypermarket,17905,13389,4155.9,622.15,4580,55.3,0,0,0,8.62,13,95.8,4,5.6,6,4.41,80.5,Staples & Grains,13
2024-01,STR_073,FreshLane Mumbai Neighbourhood 3,West,Mumbai,Neighbourhood,809,467,147.9,476.54,192,53.6,0,0,0,5.03,7,96.2,2.3,4.7,32,3.57,66.6,Bakery,16.6
2024-02,STR_073,FreshLane Mumbai Neighbourhood 3,West,Mumbai,Neighbourhood,904,676,149.1,612.1,244,28.6,0,0,0,7.12,23,88.6,4.4,6.1,40,4.11,76.2,Household Cleaning,16
2024-03,STR_073,FreshLane Mumbai Neighbourhood 3,West,Mumbai,Neighbourhood,867,513,179.1,717.95,254,32,0,0,0,2.24,26,94.9,3.6,5.9,41,3.68,81.9,Dairy & Eggs,8.8
2024-04,STR_073,FreshLane Mumbai Neighbourhood 3,West,Mumbai,Neighbourhood,963,727,170.2,738.68,434,57.4,0,0,0,9.62,3,96.5,4.4,8,23,4.49,64.5,Frozen Foods,8.7
2024-05,STR_073,FreshLane Mumbai Neighbourhood 3,West,Mumbai,Neighbourhood,1008,626,169.7,850.22,274,49,0,0,0,9.15,24,89,4.1,7.4,35,3.87,73.7,Meat & Seafood,8.7
2024-06,STR_073,FreshLane Mumbai Neighbourhood 3,West,Mumbai,Neighbourhood,847,503,162.5,346.88,299,45.1,0,0,0,6.98,6,90.1,4,8,32,4.18,92.1,Staples & Grains,19.8
2024-07,STR_073,FreshLane Mumbai Neighbourhood 3,West,Mumbai,Neighbourhood,942,576,169.1,353.78,186,28.3,0,0,0,3.32,12,97.7,2.4,8.8,36,4.3,69.8,Baby & Kids,15
2024-08,STR_073,FreshLane Mumbai Neighbourhood 3,West,Mumbai,Neighbourhood,886,492,180.9,873.09,310,49.6,0,0,0,2.73,27,95.4,3.5,3.1,29,4.54,64.9,Snacks & Confectionery,14.9
2024-09,STR_073,FreshLane Mumbai Neighbourhood 3,West,Mumbai,Neighbourhood,899,527,189.7,806.09,221,32.8,0,0,0,8,2,88.6,4.1,8.6,45,4.41,69,Health & Wellness,13
2024-10,STR_073,FreshLane Mumbai Neighbourhood 3,West,Mumbai,Neighbourhood,1067,722,194.5,748.06,305,54.7,0,0,0,2.73,13,93.1,3.9,2,9,4.46,89.1,Cooking Essentials,17.3
2024-11,STR_073,FreshLane Mumbai Neighbourhood 3,West,Mumbai,Neighbourhood,1040,627,187.8,519.48,399,47.5,0,0,0,4.39,3,98.2,3.8,3.6,32,3.97,68.6,Organic & Natural,21.6
2024-12,STR_073,FreshLane Mumbai Neighbourhood 3,West,Mumbai,Neighbourhood,1170,875,223.9,522.55,279,57.5,0,0,0,9.12,19,92,3.9,7.1,19,4.75,72.1,Seasonal & Festive,14.5
2025-01,STR_073,FreshLane Mumbai Neighbourhood 3,West,Mumbai,Neighbourhood,944,702,167.5,555.43,222,51.5,0,0,0,3.69,24,91.1,3.1,4.9,32,4.18,80,Snacks & Confectionery,12.6
2025-02,STR_073,FreshLane Mumbai Neighbourhood 3,West,Mumbai,Neighbourhood,894,595,176.6,559.98,312,55.3,0,0,0,7.55,20,88.5,4.1,8.9,12,4.11,94,Seasonal & Festive,15.7
2025-03,STR_073,FreshLane Mumbai Neighbourhood 3,West,Mumbai,Neighbourhood,977,588,169,740.29,197,28.8,0,0,0,4.35,13,92.4,3.3,3.7,21,4.88,71.6,Organic & Natural,14.2
2025-04,STR_073,FreshLane Mumbai Neighbourhood 3,West,Mumbai,Neighbourhood,940,637,169.9,313.83,358,33.9,0,0,0,4.93,10,88.2,4.1,7.3,39,3.49,74,Seasonal & Festive,21.4
2025-05,STR_073,FreshLane Mumbai Neighbourhood 3,West,Mumbai,Neighbourhood,996,684,181.2,528.67,439,57.9,0,0,0,8.07,7,92.4,3.1,4.2,5,4.88,85.4,Pet Supplies,14.3
2025-06,STR_073,FreshLane Mumbai Neighbourhood 3,West,Mumbai,Neighbourhood,897,601,173.8,968.75,218,28.7,0,0,0,4.83,6,98.1,4.5,8.6,29,4.49,80.4,Personal Care,16.3
2025-07,STR_073,FreshLane Mumbai Neighbourhood 3,West,Mumbai,Neighbourhood,969,682,178.3,573.21,233,36,0,0,0,8.54,28,97.9,3.3,1.7,17,4.79,85.2,Seasonal & Festive,13.8
2025-08,STR_073,FreshLane Mumbai Neighbourhood 3,West,Mumbai,Neighbourhood,999,753,172.4,605.74,268,31.1,0,0,0,2.12,13,91.5,2.2,3.1,30,3.42,69.5,Fresh Produce,12.7
2024-01,STR_074,FreshLane Pune Hypermarket 3,West,Pune,Hypermarket,12364,8492,2875.2,347.93,5515,56.3,54,94.7,20,2.59,26,91.3,2.7,5.4,41,4.39,86.7,Pet Supplies,11.4
2024-02,STR_074,FreshLane Pune Hypermarket 3,West,Pune,Hypermarket,12479,9732,2882.4,533.92,5569,57.2,314,88.5,21.3,5.86,14,92.6,4,5,12,3.84,87.6,Fresh Produce,20
2024-03,STR_074,FreshLane Pune Hypermarket 3,West,Pune,Hypermarket,13227,8885,3231.2,321.16,2805,28.9,296,86.9,33.2,9,21,89.5,3.8,5.4,24,3.57,83.5,Staples & Grains,16.5
2024-04,STR_074,FreshLane Pune Hypermarket 3,West,Pune,Hypermarket,13708,10662,3462.8,644.76,5098,31.5,246,84.9,28.3,7.44,12,93.2,2.1,5,5,3.52,84.5,Seasonal & Festive,19.1
2024-05,STR_074,FreshLane Pune Hypermarket 3,West,Pune,Hypermarket,14834,10095,2996.5,652.69,6287,46.8,119,89,30.3,7.49,28,97.5,2.3,8.6,25,3.49,94.5,Snacks & Confectionery,20
2024-06,STR_074,FreshLane Pune Hypermarket 3,West,Pune,Hypermarket,13600,7609,3239.4,330.88,2553,30.6,268,85.4,37.2,5.53,18,95.7,3.6,3.9,44,3.76,73.3,International Foods,19.2
2024-07,STR_074,FreshLane Pune Hypermarket 3,West,Pune,Hypermarket,13303,7484,2910.9,852.49,4076,41.2,335,96.8,33.5,5.5,26,89.7,4,5,36,3.51,85.7,Frozen Foods,12.1
2024-08,STR_074,FreshLane Pune Hypermarket 3,West,Pune,Hypermarket,12431,7640,3378.1,618.17,4207,54.6,59,93,34.1,3.72,21,93.4,2,7.1,19,4.67,65.6,Household Cleaning,19.4
2024-09,STR_074,FreshLane Pune Hypermarket 3,West,Pune,Hypermarket,14700,8085,3186.7,763.2,5062,44.5,315,92.6,27.1,8.7,15,94.7,4.3,5.9,42,3.66,92.1,Household Cleaning,17.5
2024-10,STR_074,FreshLane Pune Hypermarket 3,West,Pune,Hypermarket,15963,10353,3960.2,332.64,3972,46.9,429,97.5,23.5,8.15,5,98.1,3.6,3.3,7,4.31,94,Pet Supplies,21.8
2024-11,STR_074,FreshLane Pune Hypermarket 3,West,Pune,Hypermarket,16670,10111,4097.4,420.24,6405,32.1,162,88.7,28,6.75,23,91.2,4.3,8.4,5,3.99,76.3,Dairy & Eggs,17.8
2024-12,STR_074,FreshLane Pune Hypermarket 3,West,Pune,Hypermarket,17290,10893,3839.4,569.97,4165,41.7,409,93.9,34.5,4.99,28,96.4,1.8,5.1,9,4.59,82.8,Beverages,14.6
2025-01,STR_074,FreshLane Pune Hypermarket 3,West,Pune,Hypermarket,13182,9674,3251,676.47,6222,49.2,255,82.6,20.7,6.45,3,96.8,3,8.7,13,3.81,86.6,Meat & Seafood,13.9
2025-02,STR_074,FreshLane Pune Hypermarket 3,West,Pune,Hypermarket,13585,7774,3369.4,487.35,3747,43.9,352,97.5,9.9,6.66,17,95.5,4.5,8.6,13,4.47,79.2,Meat & Seafood,10.3
2025-03,STR_074,FreshLane Pune Hypermarket 3,West,Pune,Hypermarket,13938,9702,3370.2,787.64,5335,40.9,341,84.3,13.5,3.35,3,97.8,2,7.5,37,3.75,77.5,Health & Wellness,20.8
2025-04,STR_074,FreshLane Pune Hypermarket 3,West,Pune,Hypermarket,14694,11192,3186,478.86,5030,45.6,242,88.1,15.6,7.38,23,95.9,2.5,7.4,32,4.68,92.4,Pet Supplies,10.3
2025-05,STR_074,FreshLane Pune Hypermarket 3,West,Pune,Hypermarket,14181,7810,3662.5,418.98,4723,37.8,226,89.1,36.8,4.7,21,97.8,3.5,5.5,45,3.89,70,Cooking Essentials,16.7
2025-06,STR_074,FreshLane Pune Hypermarket 3,West,Pune,Hypermarket,13936,9305,3548.9,624.15,4148,51.7,221,86.3,37.3,6.7,3,94.5,3.4,6.9,24,3.87,63.1,Staples & Grains,19.3
2025-07,STR_074,FreshLane Pune Hypermarket 3,West,Pune,Hypermarket,13083,8324,3389.5,337.62,2680,43.7,305,84.7,20.6,9.26,21,92.9,4,8.5,5,4.86,91.6,Fresh Produce,12.4
2025-08,STR_074,FreshLane Pune Hypermarket 3,West,Pune,Hypermarket,15253,8442,3520.9,866.02,5352,51.3,356,83.3,15.9,9.51,8,93.5,2.9,7.8,42,3.53,75.8,International Foods,13.3
2024-01,STR_075,FreshLane Ahmedabad Superstore 3,West,Ahmedabad,Superstore,7234,5044,1640.6,401.04,3136,43.3,194,84.5,36.2,9.58,28,91.8,2.6,6,6,4.56,77,Organic & Natural,16.8
2024-02,STR_075,FreshLane Ahmedabad Superstore 3,West,Ahmedabad,Superstore,8161,6360,2010.1,395.53,2780,49.7,330,89.8,31.7,5.15,27,89.4,3.1,5.4,41,3.7,92.9,Dairy & Eggs,11.2
2024-03,STR_075,FreshLane Ahmedabad Superstore 3,West,Ahmedabad,Superstore,8107,5032,1787.2,655.06,2371,34.7,98,94.5,29.8,4.72,13,88.5,4.1,2.8,36,4.8,77.8,Ready to Eat,12.8
2024-04,STR_075,FreshLane Ahmedabad Superstore 3,West,Ahmedabad,Superstore,8721,5613,2107,539.5,2534,55.7,410,86,14.3,3.87,28,90.9,2.4,6.4,24,3.57,74.8,Dairy & Eggs,16.8
2024-05,STR_075,FreshLane Ahmedabad Superstore 3,West,Ahmedabad,Superstore,8197,4745,1807,337.28,2811,47.7,107,88.3,17.5,6.55,28,93.8,3.1,3.9,40,3.61,86.5,Cooking Essentials,20.3
2024-06,STR_075,FreshLane Ahmedabad Superstore 3,West,Ahmedabad,Superstore,8721,6253,1732.2,797.94,3948,35.6,421,82.9,29.5,4.8,18,96.5,4.1,4.2,3,4.19,65.9,Bakery,13.8
2024-07,STR_075,FreshLane Ahmedabad Superstore 3,West,Ahmedabad,Superstore,7878,4601,1761,906.14,2404,54.7,496,94.7,14,8.39,28,91,4.3,6.8,20,4.58,64.8,Bakery,16.2
2024-08,STR_075,FreshLane Ahmedabad Superstore 3,West,Ahmedabad,Superstore,8650,6625,2058.5,300.04,2087,46.4,402,83.7,9.6,8.14,8,92.2,2.1,7.2,34,4.67,81.4,Meat & Seafood,10.3
2024-09,STR_075,FreshLane Ahmedabad Superstore 3,West,Ahmedabad,Superstore,7980,5583,2099.7,665.1,3263,41,139,97,26.5,6.84,5,98.3,4.3,5.8,15,3.85,94.9,Seasonal & Festive,17.5
2024-10,STR_075,FreshLane Ahmedabad Superstore 3,West,Ahmedabad,Superstore,9360,7060,2243.1,571.08,3310,52.7,545,95.2,32.6,8.68,14,92.3,2.1,7.8,13,4.15,66.2,Snacks & Confectionery,9.6
2024-11,STR_075,FreshLane Ahmedabad Superstore 3,West,Ahmedabad,Superstore,9462,5647,2452.5,777.6,3368,36.4,547,89.8,32.9,5.04,18,91.8,4.1,1.8,43,4.86,83.4,Staples & Grains,14.1
2024-12,STR_075,FreshLane Ahmedabad Superstore 3,West,Ahmedabad,Superstore,10559,8199,2232.3,639.84,3134,49.7,352,92.4,15,5.72,20,98.8,2.3,6.3,41,4.26,80.6,Beverages,16.6
2025-01,STR_075,FreshLane Ahmedabad Superstore 3,West,Ahmedabad,Superstore,7914,5857,1667.7,910.07,2114,40.4,398,97.7,40.3,9.03,19,89.7,4.3,8.1,36,3.97,75,Ready to Eat,14.4
2025-02,STR_075,FreshLane Ahmedabad Superstore 3,West,Ahmedabad,Superstore,8570,4991,1857.7,296.06,2266,36.5,418,83.7,39.2,8.99,25,98,3.8,2.3,7,4.06,66.3,Baby & Kids,21.8
2025-03,STR_075,FreshLane Ahmedabad Superstore 3,West,Ahmedabad,Superstore,8487,6464,2069.6,825.58,3648,48.2,294,91.7,11.2,8.91,23,94,1.9,8.4,30,4.13,90.7,Ready to Eat,20
2025-04,STR_075,FreshLane Ahmedabad Superstore 3,West,Ahmedabad,Superstore,9350,7025,1894.7,452.95,4317,41.7,288,84.8,40.9,3.74,5,90.1,3.6,3.3,11,4.81,62.4,Beverages,8.1
2025-05,STR_075,FreshLane Ahmedabad Superstore 3,West,Ahmedabad,Superstore,8997,5971,2092.8,394.35,2651,54.7,79,97.6,29.2,3.27,19,88.5,3.3,3.3,26,3.85,70.1,Pet Supplies,17.1
2025-06,STR_075,FreshLane Ahmedabad Superstore 3,West,Ahmedabad,Superstore,8704,6371,1843.9,648.57,2092,54.7,344,97.2,13,9.75,12,95.1,3.3,5.4,43,3.44,93,Beverages,17
2025-07,STR_075,FreshLane Ahmedabad Superstore 3,West,Ahmedabad,Superstore,7983,5509,1802,315.55,2836,43,214,90.5,25.6,2.25,19,91.1,1.9,8.3,39,4.49,94.9,Organic & Natural,12.2
2025-08,STR_075,FreshLane Ahmedabad Superstore 3,West,Ahmedabad,Superstore,9249,5560,2076.8,597.19,3104,55.1,184,84.8,31.7,9.62,13,96.2,2.6,4.6,21,3.98,90.1,Seasonal & Festive,18.8
2024-01,STR_076,FreshLane Surat Express 3,West,Surat,Express,2277,1760,493.4,737.32,885,52.6,0,0,0,8.36,12,91.7,4.4,1.7,24,4.55,93.9,Ready to Eat,12.7
2024-02,STR_076,FreshLane Surat Express 3,West,Surat,Express,2556,1915,485.4,813.06,978,52.5,0,0,0,4.5,26,90.5,3,6.6,41,3.68,84.5,Ready to Eat,13.5
2024-03,STR_076,FreshLane Surat Express 3,West,Surat,Express,2727,1907,453.7,747.59,1200,49.4,0,0,0,8.23,28,98,3.6,3.7,21,4.7,86.7,Staples & Grains,13.9
2024-04,STR_076,FreshLane Surat Express 3,West,Surat,Express,2747,2112,547.9,962.96,874,40.7,0,0,0,2.94,20,90.7,4.2,4.2,35,4.33,84,Snacks & Confectionery,18.9
2024-05,STR_076,FreshLane Surat Express 3,West,Surat,Express,2548,1615,495.4,593.84,1040,53,0,0,0,5.79,14,97.7,2.7,7.4,36,3.74,87.5,Cooking Essentials,14.4
2024-06,STR_076,FreshLane Surat Express 3,West,Surat,Express,2415,1744,472.4,561.59,567,47.8,0,0,0,7.61,13,95.2,3.9,2.8,29,4.28,93.1,Organic & Natural,16.6
2024-07,STR_076,FreshLane Surat Express 3,West,Surat,Express,2596,1846,512.9,513.24,1145,28.3,0,0,0,8.8,14,90.4,3,7.9,1,4.64,91.4,Dairy & Eggs,21.2
2024-08,STR_076,FreshLane Surat Express 3,West,Surat,Express,2582,1628,515.7,553.33,734,50.3,0,0,0,5.96,11,97,3.8,1.7,39,4.35,76.4,Fresh Produce,14.4
2024-09,STR_076,FreshLane Surat Express 3,West,Surat,Express,2878,2054,530.8,899.94,1013,50.6,0,0,0,2.4,18,88.3,2,4.8,9,3.75,94.5,Personal Care,15.6
2024-10,STR_076,FreshLane Surat Express 3,West,Surat,Express,3085,1934,551.8,505.26,1053,42.2,0,0,0,6.09,2,94.5,3.9,2.2,20,4.57,80.6,Staples & Grains,17.4
2024-11,STR_076,FreshLane Surat Express 3,West,Surat,Express,3080,2387,597.3,441.82,1131,57.9,0,0,0,5.87,8,90.4,3.2,1.8,21,4.76,89,Fresh Produce,18.2
2024-12,STR_076,FreshLane Surat Express 3,West,Surat,Express,3333,2046,638.9,977.71,1172,45.4,0,0,0,9.61,26,97.1,4.5,5.9,45,3.71,78.6,Cooking Essentials,18
2025-01,STR_076,FreshLane Surat Express 3,West,Surat,Express,2614,1579,432.8,633.52,957,32.6,0,0,0,7.23,19,90.9,2.8,8.6,33,3.76,65.1,Seasonal & Festive,9
2025-02,STR_076,FreshLane Surat Express 3,West,Surat,Express,2648,1876,522.6,509.11,602,53.7,0,0,0,8.39,20,98.8,4.3,4.2,37,4,86.6,Frozen Foods,9.9
2025-03,STR_076,FreshLane Surat Express 3,West,Surat,Express,2678,1812,489.6,598.42,677,28.8,0,0,0,7.64,5,88.2,4.4,3.2,3,4.4,76.3,Organic & Natural,8.8
2025-04,STR_076,FreshLane Surat Express 3,West,Surat,Express,2804,2014,542.8,878.28,660,34.3,0,0,0,4.5,13,89.3,3,8.9,10,4.17,86.5,Frozen Foods,17.6
2025-05,STR_076,FreshLane Surat Express 3,West,Surat,Express,3005,2261,515.4,807.68,814,38.4,0,0,0,9.57,10,96.6,2.6,5.7,24,4.01,78.2,Staples & Grains,13
2025-06,STR_076,FreshLane Surat Express 3,West,Surat,Express,2635,1978,542.9,824.98,700,52.7,0,0,0,4.06,9,92.7,4.2,4.9,17,3.7,67.3,Personal Care,14.6
2025-07,STR_076,FreshLane Surat Express 3,West,Surat,Express,2817,2117,570.7,831.19,1189,54.9,0,0,0,2.69,4,98.2,2.9,8.4,37,3.51,85.6,Health & Wellness,18.3
2025-08,STR_076,FreshLane Surat Express 3,West,Surat,Express,2980,2020,558.5,547.8,865,33.9,0,0,0,4.01,20,90.4,3.3,8.3,14,4.77,63.8,Bakery,9.1
